1,32,u,[2402406765],2402406765.00000000000000000000,2402406765.0,0.0
1,32,u,[672110618],672110618.00000000000000000000,672110618.0,0.0
1,32,u,[1950930802],1950930802.00000000000000000000,1950930802.0,0.0
1,32,u,[3546434335],3546434335.00000000000000000000,3546434335.0,0.0
1,32,u,[2165029424],2165029424.00000000000000000000,2165029424.0,0.0
1,32,u,[2796696850],2796696850.00000000000000000000,2796696850.0,0.0
1,32,u,[4030990371],4030990371.00000000000000000000,4030990371.0,0.0
1,32,u,[3777850405],3777850405.00000000000000000000,3777850405.0,0.0
1,32,u,[1379316438],1379316438.00000000000000000000,1379316438.0,0.0
1,32,u,[63336123],63336123.00000000000000000000,63336123.0,0.0
1,32,u,[1687766256],1687766256.00000000000000000000,1687766256.0,0.0
1,32,u,[1825328721],1825328721.00000000000000000000,1825328721.0,0.0
1,32,u,[3772033881],3772033881.00000000000000000000,3772033881.0,0.0
1,32,u,[2404062969],2404062969.00000000000000000000,2404062969.0,0.0
1,32,u,[991985797],991985797.00000000000000000000,991985797.0,0.0
1,32,u,[3738870787],3738870787.00000000000000000000,3738870787.0,0.0
1,32,u,[2757760807],2757760807.00000000000000000000,2757760807.0,0.0
1,32,u,[2071585007],2071585007.00000000000000000000,2071585007.0,0.0
1,32,u,[1870240368],1870240368.00000000000000000000,1870240368.0,0.0
1,32,u,[2177730006],2177730006.00000000000000000000,2177730006.0,0.0
1,32,u,[3109569376],3109569376.00000000000000000000,3109569376.0,0.0
1,32,u,[2535118539],2535118539.00000000000000000000,2535118539.0,0.0
1,32,u,[3586744929],3586744929.00000000000000000000,3586744929.0,0.0
1,32,u,[2991707112],2991707112.00000000000000000000,2991707112.0,0.0
1,32,u,[1589100120],1589100120.00000000000000000000,1589100120.0,0.0
1,32,u,[2534111295],2534111295.00000000000000000000,2534111295.0,0.0
1,32,u,[2304984233],2304984233.00000000000000000000,2304984233.0,0.0
1,32,u,[1575376109],1575376109.00000000000000000000,1575376109.0,0.0
1,32,u,[3041521591],3041521591.00000000000000000000,3041521591.0,0.0
1,32,u,[3848757450],3848757450.00000000000000000000,3848757450.0,0.0
1,32,u,[1065355989],1065355989.00000000000000000000,1065355989.0,0.0
1,32,u,[688924028],688924028.00000000000000000000,688924028.0,0.0
1,32,u,[3511236923],3511236923.00000000000000000000,3511236923.0,0.0
1,32,u,[2900468779],2900468779.00000000000000000000,2900468779.0,0.0
1,32,u,[259686968],259686968.00000000000000000000,259686968.0,0.0
1,32,u,[2544043573],2544043573.00000000000000000000,2544043573.0,0.0
1,32,u,[1513718329],1513718329.00000000000000000000,1513718329.0,0.0
1,32,u,[4083625870],4083625870.00000000000000000000,4083625870.0,0.0
1,32,u,[497211149],497211149.00000000000000000000,497211149.0,0.0
1,32,u,[1733936776],1733936776.00000000000000000000,1733936776.0,0.0
2,32,u,[3444958718 2443336776] [289958722 3663329535],3382662753.92218668290482869219,3382662753.9221864,4.76837158203125e-07
2,32,u,[3893955336 71283262] [3316803601 2215402911],2220439865.08110447093630749256,2220439865.0811043,0.0
2,32,u,[842697901 2510868720] [1452288216 1427785522],1242847362.28215346725754623314,1242847362.2821534,0.0
2,32,u,[1805928893 2963855193] [94741155 1289882142],1293356805.64229536550335646297,1293356805.6422954,0.0
2,32,u,[3642531324 3376315627] [634223961 1291090228],1438455424.94149658130580492266,1438455424.9414966,0.0
2,32,u,[4091977219 2859748827] [4189241334 774546504],2087469529.33721395530039536887,2087469529.337214,0.0
2,32,u,[3878697061 3903547703] [3378064898 3186728974],874334977.49731710593151513378,874334977.4973171,0.0
2,32,u,[1955532134 2166451108] [3177243643 41726872],2450924741.86149599467808070308,2450924741.861496,0.0
2,32,u,[3506935846 3625977754] [2201786371 2589499161],658557620.21111855478601018679,658557620.2111186,0.0
2,32,u,[4058209110 1115617927] [2670841317 465698959],840584232.59162486505574852315,840584232.5916249,0.0
2,32,u,[3400007981 1052780214] [1719150645 181168709],691503891.57434761106074876856,691503891.5743476,0.0
2,32,u,[2045983377 4257322876] [4021071957 1830154819],3129236276.75629052186470700471,3129236276.7562904,0.0
